q_idx,label,gpt_prediction,gemini_prediction,strategy,config,orig_gemini_prediction,orig_gpt_prediction,criteria
321,"Cleveland es, a partir de este lunes y hasta el próximo jueves, el epicentro, la zona cero de la contienda política estadounidense.","La Convención Republicana está a punto de oficializar la nominación presidencial de Trump, aunque algunos delegados latinos no estaban inicialmente a favor de él. A pesar de no estar completamente de acuerdo con su retórica y acusaciones de racismo, prefieren a Trump sobre Hillary Clinton. Algunos latinos en la frontera con México apoyan a Trump debido a la falta de control en la frontera. Los delegados latinos también expresan lealtad al partido republicano y consideran que Clinton no puede contar con el voto de jóvenes educados y miembros de minorías étnicas.","La Convención Republicana oficializará la nominación presidencial de Trump, que se aseguró con las primarias. Algunos delegados latinos apoyan a Trump a pesar de sus comentarios antihispanos, creyendo que es mejor que Clinton. La esperanza de Trump depende de convencer a moderados indecisos como los delegados latinos de Florida, que están divididos entre Trump y Clinton.",0,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 35}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",,,
616,"Una búsqueda rápida en internet de los científicos más famosos del mundo arroja como resultado, entre otros, los nombres de Galileo Galilei, Albert Einstein, Isaac Newton, Charles Darwin, Stephen Hawking y Alexander Fleming.","El texto habla sobre la falta de reconocimiento a las mujeres científicas a lo largo de la historia. Menciona a algunas mujeres que hicieron importantes descubrimientos, como Dorothy Hodgkin, Marie Curie, Esther Lederberg, Rosalind Franklin, Ida Tacke, Lise Meitner, Chien-Shiung Wu y Henrietta Leavitt. A pesar de sus contribuciones, muchas de ellas no recibieron el crédito que merecían.","Dorothy Hodgkin, cristalógrafa británica, ganó un Nobel en 1964 por mapear la estructura de la penicilina, pero fue apodada ""ama de casa de Oxford"" por los medios. El secretario de Seguridad Nacional, Jeh Johnson, dijo que no está al tanto de amenazas creíbles contra Estados Unidos. Final de Quizás también te interese Según explica el corresponsal de BBC Mundo en Washington, Thomas Sparrow, las autoridades resaltaron que están tomando medidas para responder a amenazas del extranjero, aumentando por ejemplo la seguridad en los aeropuertos y rastreando a combatientes foráneos que viajen a Siria. Lea también: Reino Unido eleva la ""alerta terrorista"" a severa A pesar de los prejuicios, otras mujeres científicas han hecho contribuciones significativas, como Esther Lederberg en genética, Rosalind Franklin en cristalografía de ADN, Ida Tacke en química atómica, Lise Meitner en fisión nuclear, Chien-Shiung Wu en física nuclear y Henrietta Leavitt en astronomía.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","Dorothy Hodgkin, cristalógrafa británica, ganó un Nobel en 1964 por mapear la estructura de la penicilina, pero fue apodada ""ama de casa de Oxford"" por los medios. A pesar de los prejuicios, otras mujeres científicas han hecho contribuciones significativas, como Esther Lederberg en genética, Rosalind Franklin en cristalografía de ADN, Ida Tacke en química atómica, Lise Meitner en fisión nuclear, Chien-Shiung Wu en física nuclear y Henrietta Leavitt en astronomía.","El texto habla sobre la falta de reconocimiento a las mujeres científicas a lo largo de la historia. Menciona a algunas mujeres que hicieron importantes descubrimientos, como Dorothy Hodgkin, Marie Curie, Esther Lederberg, Rosalind Franklin, Ida Tacke, Lise Meitner, Chien-Shiung Wu y Henrietta Leavitt. A pesar de sus contribuciones, muchas de ellas no recibieron el crédito que merecían.",['Relevance']
672,"Miles de personas se lanzaron a las calles en Líbano durante la última semana en una ola de protestas que el propio gobierno calificó de ""sin precedentes"".","Decenas de miles de personas protestan en Líbano contra el impuesto a las llamadas de WhatsApp y otras aplicaciones. Las manifestaciones se han convertido en un reclamo generalizado contra la crisis económica, el costo de vida y la falta de empleo. Las protestas trascienden las divisiones sectarias y exigen la renuncia del gobierno. A pesar de las medidas anunciadas por el gobierno para apaciguar las protestas, estas continúan.","Protestas masivas en Líbano debido a un impuesto a WhatsApp y la grave crisis económica. A pesar de retirar el impuesto, las protestas continúan exigiendo la destitución del gobierno y denunciando la corrupción y la falta de oportunidades. Las protestas son inusuales debido a que trascienden las divisiones sectarias y han unido a diversas poblaciones. El gobierno ha aprobado reformas para reducir el déficit, pero las protestas continúan.",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 38}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",,,
580,Ya no hay dudas sobre las principales fuentes del enigmático aumento de un gas que destruye la capa de ozono.,"nuevo estudio publicado en revista Nature revela que las emisiones CFC-11, que dañar la capa de, provienen principalmente fábrica en el este de China. El estudio también mostrar el gas CFC-11 es utilizado en la fabricación espumas aislantes debido a su calidad a menos que bajo costo. Estas emisiones han aumentado desde 2012, lo que podría retrasar reparación de la capa de ozono en una década. Otros señalan su declive deportivo. autoridad china afirman están tomar medidas para reducir producción de este. Final de Quizás también te interese Muchos señalan que la razón de que ningún equipo quiera a Kaepernick es por su militancia político.","Estaciones de monitoreo japonesas y surcoreanas detectaron emisiones de CFC-11, un gas prohibido, provenientes del este de China. Este gas, utilizado en espumas aislantes, ha mostrado un ritmo de reducción más lento en los últimos años. Los científicos confirman que el 40-60% del aumento proviene de fábricas chinas que producen ilegalmente el gas, lo que retrasa el cierre del agujero de la capa de ozono en una década. Los autores del estudio instan a China a tomar medidas para eliminar la producción de este gas de efecto invernadero.",1,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 30}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}","Estaciones de monitoreo japonesas y surcoreanas detectaron emisiones de CFC-11, un gas prohibido, provenientes del este de China. Este gas, utilizado en espumas aislantes, ha mostrado un ritmo de reducción más lento en los últimos años. Los científicos confirman que el 40-60% del aumento proviene de fábricas chinas que producen ilegalmente el gas, lo que retrasa el cierre del agujero de la capa de ozono en una década. Los autores del estudio instan a China a tomar medidas para eliminar la producción de este gas de efecto invernadero.","Un nuevo estudio publicado en la revista Nature revela que las emisiones del gas CFC-11, que daña la capa de ozono, provienen principalmente de fábricas en el este de China. Estas emisiones han aumentado desde 2012, lo que podría retrasar la reparación de la capa de ozono en una década. El estudio también muestra que el gas CFC-11 es utilizado en la fabricación de espumas aislantes debido a su calidad y bajo costo. Las autoridades chinas afirman que están tomando medidas para reducir la producción de este gas.","['Coherence', 'Relevance', 'Fluency']"
59,"El número de desaparecidos en California a causa de los incendios ya llega a los 1.011, según informaron este viernes las autoridades locales.","Las autoridades en California no creen que puedan controlar completamente los incendios hasta fin de mes. Los fuegos han dejado un saldo de al menos 71 muertos y miles de inmuebles destruidos, y se espera que la cifra de víctimas aumente en los próximos días.","Camp Fire está controlado un California, hasta que se esperar que llegar estar él completamente final mes. DiMarco Weinmann dejó entonces su trabajo como consultora de marketing de una corporación, que le garantizaba un salario de seis cifras, y pasó dos años buscando algo que tuviera un poco más de significado. 40% luchar contra múltiples forestales, siendo Camp Fire el más letal, con al menos 71 víctima mortales porque más 12.000 vivienda destruidas.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 45}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","Las autoridades de California luchan contra múltiples incendios forestales, siendo Camp Fire el más letal, con al menos 71 víctimas mortales y más de 12.000 viviendas destruidas. Camp Fire está controlado en un 40%, mientras que se espera que llegue a estarlo completamente a finales de mes.","Las autoridades en California no creen que puedan controlar completamente los incendios hasta fin de mes. Los fuegos han dejado un saldo de al menos 71 muertos y miles de inmuebles destruidos, y se espera que la cifra de víctimas aumente en los próximos días.","['Coherence', 'Fluency', 'Consistency', 'Relevance']"
421,"El Ejército de Liberación Nacional de Colombia (ELN) liberó este martes al ciudadano canadiense Gernot Wober, en su poder desde hace más de siete meses, dando así un importante paso hacia un posible diálogo de paz con el segundo grupo guerrillero de Colombia después de las FARC.","Wober, un geólogo canadiense secuestrado por el ELN en enero, fue liberado por una misión humanitaria integrada por el CICR, el Arzobispo de Cali y el superior de la Comunidad Jesuita en Colombia. Su liberación es una condición para iniciar conversaciones de paz con el ELN. Sin embargo, no se liberó a otro rehén colombiano que también se esperaba que fuera liberado. El ELN expresó su interés en el diálogo de paz y la participación extranjera en el país. El gobierno colombiano aún no se ha pronunciado sobre la liberación de Wober ni sobre el posible diálogo con el ELN.","Gernot Wober, vicepresidente de exploraciones de Braeval Mining, fue liberado por el ELN tras siete meses de secuestro.  El CICR confirmó la liberación en el sur de Bolívar, donde Wober fue entregado a una misión humanitaria.  El gobierno colombiano condicionaba el inicio de diálogos de paz con el ELN a la liberación de los rehenes, especialmente Wober.  Aunque se esperaba la liberación de otro rehén, Luis Andrés Montes, esto no ocurrió.  El ELN afirmó que la liberación demuestra la posibilidad de soluciones negociadas a los conflictos.
",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 10}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 48}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",,,
485,"Li Huaifeng fue nombrado Fotógrafo de Comida Pink Lady del Año 2021 por la imagen que tituló Sabor y que tomó en Licheng, Shanxi.","Una foto de una familia preparando comida en China gana un prestigioso premio de fotografía. La imagen destaca por su luz, composición y narrativa emocional. Otros ganadores incluyen fotos de secado de okra, una boda divertida, una naturaleza muerta de invierno y personas disfrutando de comida callejera.","La foto de una familia china preparando comida ganó un prestigioso premio de fotografía. Los jueces elogiaron su uso de luz y composición, así como su profundidad narrativa y emocional, que refleja el aislamiento y la vida en comunidad durante la pandemia.",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",,,
139,"Cada semana, la revista BBC Focus resuelve algunas dudas de sus lectores. A continuación, una selección de respuestas para curiosos.","Desde la superficie de Saturno, los anillos serían casi invisibles desde el ecuador, pero desde cualquier otro punto del planeta se verían como un espectacular arco blanco en el cielo. El encanecimiento del cabello se debe a una reducción de melanina en el pelo, que se produce a medida que las personas envejecen. El número Pi es infinito y no puede ser representado como una fracción, según demostró el matemático Johann Lambert. Los peces no pueden resfriarse debido a que el virus del resfriado común no puede sobrevivir en su sangre fría.","Desde una posición hipotética sobre las nube Saturno, el cielo se vería azul en el norte o amarillo en el sur. Los anillo Saturno serían casi invisibles desde el ecuador, antes de que se verían aunque un arco blanco desde otras latitudes. Cuanto más lejos del ecuador, más grueso parecer el arco. El economista es también el primer vicepresidente de la junta directiva de ese instituto. El texto también aborda temas sobre el encanecimiento del cabello, el número Pi, antes de que como los peces pueden resfriarse. Estos tema no están relacionados con vista desde Saturno.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 46}, 'should_replace_conjunctions': {'enabled': True, 'number': 6}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","Desde una posición hipotética sobre las nubes de Saturno, el cielo se vería azul en el norte y amarillo en el sur.  Los anillos de Saturno serían casi invisibles desde el ecuador, pero se verían como un arco blanco desde otras latitudes.  Cuanto más lejos del ecuador, más grueso parecería el arco.  El texto también aborda temas sobre el encanecimiento del cabello, el número Pi, y si los peces pueden resfriarse.  Estos temas no están relacionados con la vista desde Saturno.
","Desde la superficie de Saturno, los anillos serían casi invisibles desde el ecuador, pero desde cualquier otro punto del planeta se verían como un espectacular arco blanco en el cielo. El encanecimiento del cabello se debe a una reducción de melanina en el pelo, que se produce a medida que las personas envejecen. El número Pi es infinito y no puede ser representado como una fracción, según demostró el matemático Johann Lambert. Los peces no pueden resfriarse debido a que el virus del resfriado común no puede sobrevivir en su sangre fría.","['Relevance', 'Coherence']"
607,"El legendario músico inglés David Bowie murió a los 69 años en Nueva York (EE.UU.) tres días después de lanzar al mercado su último disco, ""Blackstar"".","David Bowie fue un músico y actor británico conocido por crear personajes extravagantes y ser considerado la primera estrella posmoderna. Además de su carrera musical, participó en películas y obras de teatro. Bowie también fue conocido por sus declaraciones provocativas, como afirmar que Hitler fue una de las primeras estrellas de rock y predecir la desaparición de los derechos de autor en la industria musical. También habló sobre su familia y su experiencia con drogas. En resumen, Bowie fue un artista polifacético y controvertido que dejó un legado en la música y el arte.","David Bowie, un ícono musical, creó personajes extravagantes como Ziggy Stardust y Aladdin Sane.  Además de la música, incursionó en el cine y el teatro, protagonizando ""El hombre elefante"" en Broadway.  Considerado la ""primera estrella posmoderna"", Bowie experimentaba con diversos estilos musicales e identidades.  Sus declaraciones, a menudo provocadoras,  abordaban temas como la superhumildad, Hitler, la enfermedad mental en su familia, el futuro de los derechos de autor y la religión.  Bowie también admitió su ansia por experimentar con diversas sustancias y experiencias.
",0,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 49}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",,,
186,Este 11 de marzo de 2021 se cumplen 10 años de la tragedia que conmocionó a Japón y al mundo.,"Un terremoto, tsunami y accidente nuclear en Fukushima causaron la muerte de casi 20.000 personas. Los habitantes tuvieron que abandonar sus hogares debido a la radiación emitida por la central nuclear de Daiichi. Muchas viviendas fueron destruidas por las olas del tsunami. Un documental de la BBC revive los momentos dramáticos y recopila testimonios de los afectados.","El 11 de marzo, un terremoto y posterior tsunami devastaron Fukushima, central Daiichi, causando casi 20,000 muertes. El documental explora cómo, con olas de hasta 17 metros, destruyó hogares y el terremoto provocó un grave accidente nuclear en la Japón. Los habitantes se vieron obligados a evacuar debido a la radiación. Un documental de la BBC recoge testimonios de los afectados y analiza las lecciones aprendidas del desastre. El tsunami se podría haber evitado la tragedia.",2,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","El 11 de marzo, un terremoto y posterior tsunami devastaron Fukushima, Japón, causando casi 20,000 muertes.  El tsunami, con olas de hasta 17 metros, destruyó hogares y el terremoto provocó un grave accidente nuclear en la central Daiichi.  Los habitantes se vieron obligados a evacuar debido a la radiación.  Un documental de la BBC recoge testimonios de los afectados y analiza las lecciones aprendidas del desastre.  El documental explora cómo se podría haber evitado la tragedia.
","Un terremoto, tsunami y accidente nuclear en Fukushima causaron la muerte de casi 20.000 personas. Los habitantes tuvieron que abandonar sus hogares debido a la radiación emitida por la central nuclear de Daiichi. Muchas viviendas fueron destruidas por las olas del tsunami. Un documental de la BBC revive los momentos dramáticos y recopila testimonios de los afectados.",['Consistency']
481,Mahmoud llora de forma desconsolada. Una mano empuja al niño desde adentro de los escombros. Otras manos lo empujan hacia afuera.,"En Ghouta oriental, Siria, los bombardeos por parte del gobierno de Bashar al Asad y sus aliados son cada vez más frecuentes, causando la muerte de cientos de personas, incluyendo niños. En las últimas dos semanas, 200 personas han perdido la vida, 50 de ellas niños. Además, se han reportado ataques con armas químicas, hiriendo a 20 civiles, en su mayoría menores de edad. Según la ONU, las 400.000 personas que viven en esta zona se encuentran en una situación de sufrimiento extremo, siendo la mitad de ellos niños. La guerra en Siria ha dejado más de 340.000 muertos y millones de desplazados.","Un niño de tres años sobrevivió a un bombardeo en Ghouta oriental, Siria, donde su hermano mayor falleció.  Esta zona rebelde, cerca de Damasco, sufre un asedio de cinco años por fuerzas gubernamentales, intensificado desde noviembre.  En las últimas dos semanas, 200 personas, incluyendo 50 niños, han muerto.  Estados Unidos acusa a Siria y Rusia de ataques químicos en la zona, hiriendo a 20 civiles, mayormente niños.  Las 400,000 personas en Ghouta oriental, la mitad niños, sufren inmensamente en el conflicto sirio.
",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",,,
